Student_ID,Age,Gender,Department,Year_of_Study,CGPA,Attendance_Percentage,Study_Hours_per_Week,Extracurricular_Activities,Part_Time_Job,Satisfaction_Level,Scholarship,Parental_Education_Level,Internet_Access,Family_Income
S4604,26,Non-binary,Economics,Fourth,2.82,81.63,8,No,No,Very Dissatisfied,Yes,Bachelor's,No,High
S4605,25,Male,Biology,Fourth,3.29,73.5,21,Yes,No,Very Satisfied,Yes,Bachelor's,No,Medium
S4606,27,Female,Chemistry,First,1.96,65.54,23,Yes,Yes,Satisfied,No,Master's,Yes,High
S4607,27,Female,Mathematics,Third,2.76,70.26,8,Yes,Yes,Very Dissatisfied,Yes,Master's,No,Medium
S4608,18,Female,Economics,First,2.96,89.12,24,Yes,No,Dissatisfied,No,Bachelor's,No,Medium
S4609,19,Male,Economics,First,3.36,56.97,8,Yes,Yes,Very Dissatisfied,No,PhD,No,Low
S4610,23,Female,Chemistry,First,3.47,62.63,21,No,No,Dissatisfied,No,High School,No,Medium
S4611,27,Female,Economics,Fourth,3.56,56.19,19,Yes,Yes,Neutral,Yes,PhD,No,Medium
S4612,22,Male,Biology,Fourth,2.85,,32,Yes,Yes,Dissatisfied,No,Master's,No,Medium
S4613,29,Female,Chemistry,First,2.63,69.36,20,Yes,No,Satisfied,No,Master's,Yes,Low
S4614,26,Female,Chemistry,First,3.03,82.44,10,No,No,Very Satisfied,Yes,PhD,Yes,High
S4615,22,Female,Physics,First,2.87,99.79,32,No,Yes,Satisfied,No,Master's,No,High
S4616,19,Male,Physics,Third,2.16,94.62,36,No,No,Neutral,Yes,Master's,Yes,Medium
S4617,27,Male,Biology,Third,3.08,94.02,21,No,No,Satisfied,Yes,Bachelor's,Yes,Low
S4618,21,Female,Mathematics,Third,2.54,82.29,29,Yes,Yes,Satisfied,Yes,Bachelor's,Yes,High
S4619,26,Female,Economics,Fourth,2.89,63.53,21,No,Yes,Neutral,Yes,PhD,Yes,Medium
S4620,18,Male,Computer Science,Second,2.86,69.2,19,No,No,Satisfied,Yes,Master's,Yes,Low
S4621,28,Female,Economics,First,4.07,62.51,22,No,Yes,Neutral,Yes,Master's,Yes,High
S4622,18,Male,Computer Science,First,3.45,56.75,24,Yes,Yes,Very Satisfied,No,High School,Yes,Medium
S4623,29,Female,Biology,Second,3.32,71.8,27,Yes,No,Very Dissatisfied,No,Master's,Yes,Medium
S4624,24,Male,Mathematics,First,3.49,,9,Yes,No,Very Satisfied,Yes,PhD,Yes,Low
S4625,28,Non-binary,Mathematics,Third,2.83,87.19,16,No,No,Very Satisfied,Yes,High School,No,Low
S4626,20,Non-binary,Mathematics,Third,2.38,99.24,21,Yes,No,Very Satisfied,Yes,High School,Yes,Medium
S4627,27,Male,Physics,Second,1.92,59.74,34,Yes,Yes,Satisfied,Yes,Master's,Yes,Medium
S4628,19,Non-binary,Biology,Third,3.27,75.03,23,No,No,Very Satisfied,No,PhD,Yes,Medium
S4629,26,Female,Computer Science,Second,3.28,89.65,36,Yes,Yes,Neutral,No,Master's,No,Low
S4630,20,Male,Mathematics,Third,2.62,,20,Yes,No,Neutral,No,Master's,Yes,Low
S4631,19,Male,Biology,First,2.68,67.75,6,No,Yes,Neutral,Yes,High School,No,Medium
S4632,29,Female,Economics,Fourth,2.6,,16,Yes,Yes,Neutral,No,Bachelor's,No,High
S4633,25,Female,Computer Science,Third,2.6,71.52,7,Yes,No,Very Satisfied,No,High School,No,Low
S4634,27,Male,Physics,Second,2.75,95.65,12,Yes,Yes,Dissatisfied,No,Master's,No,Medium
S4635,23,Female,Chemistry,Fourth,3.17,63.42,28,Yes,Yes,Very Dissatisfied,No,PhD,No,High
S4636,23,Male,Computer Science,First,3.53,94.82,29,No,No,Dissatisfied,No,High School,No,Medium
S4637,27,Female,Economics,Fourth,2.99,63.92,29,No,No,Satisfied,Yes,Bachelor's,No,Medium
S4638,28,Male,Computer Science,Second,3.63,64.48,18,Yes,No,Very Satisfied,No,PhD,Yes,Low
S4639,24,Female,Computer Science,First,4.19,71.03,19,Yes,Yes,Dissatisfied,No,Bachelor's,Yes,Medium
S4640,24,Female,Chemistry,First,3.2,75.79,36,No,Yes,Very Satisfied,Yes,High School,Yes,High
S4641,28,Non-binary,Mathematics,Third,2.97,,6,Yes,Yes,Neutral,Yes,PhD,No,High
S4642,23,Non-binary,Economics,Fourth,1.84,93.11,25,Yes,Yes,Satisfied,No,High School,Yes,Medium
S4643,21,Non-binary,Chemistry,Third,,89.78,8,No,Yes,Dissatisfied,Yes,Master's,Yes,Low
S4644,28,Female,Computer Science,First,3.03,65.49,33,Yes,Yes,Very Dissatisfied,No,Bachelor's,Yes,Medium
S4645,26,Male,Economics,Third,3.04,75.58,33,Yes,No,Neutral,No,High School,Yes,High
S4646,23,Female,Physics,Third,2.89,71.55,27,Yes,No,Neutral,No,PhD,No,High
S4647,21,Non-binary,Computer Science,Second,2.78,52.8,7,No,Yes,Satisfied,Yes,High School,Yes,Medium
S4648,29,Female,Physics,Third,2.5,,25,Yes,No,Neutral,Yes,High School,No,High
S4649,20,Non-binary,Biology,First,3.4,59.08,20,No,No,Neutral,Yes,High School,Yes,Low
S4650,21,Non-binary,Physics,Third,1.65,96.71,24,Yes,No,Dissatisfied,Yes,Master's,No,Medium
S4651,20,Male,Computer Science,First,3.22,,39,Yes,Yes,Neutral,No,Master's,Yes,Low
S4652,19,Male,Chemistry,First,2.24,81.11,9,No,Yes,Satisfied,Yes,High School,No,Medium
S4653,22,Non-binary,Computer Science,Second,3.64,90.91,30,Yes,Yes,Very Satisfied,Yes,PhD,No,Medium
S4654,19,Non-binary,Computer Science,First,,59.01,11,No,No,Satisfied,No,PhD,Yes,Low
S4655,23,Female,Biology,First,3.28,77.06,20,No,No,Satisfied,No,PhD,Yes,Low
S4656,20,Non-binary,Mathematics,Second,3.1,61.87,21,No,Yes,Very Satisfied,No,Master's,No,Low
S4657,23,Female,Computer Science,First,3.6,75.48,6,Yes,No,Dissatisfied,Yes,High School,No,Low
S4658,28,Non-binary,Biology,Second,3.92,78.97,16,No,Yes,Very Dissatisfied,Yes,PhD,Yes,High
S4659,27,Male,Chemistry,Fourth,3.58,58.46,17,Yes,Yes,Very Dissatisfied,No,High School,Yes,Low
S4660,26,Male,Biology,Fourth,3.31,79.04,9,No,No,Satisfied,Yes,Bachelor's,Yes,Medium
S4661,18,Non-binary,Biology,Fourth,2.86,72.75,20,No,No,Dissatisfied,No,Bachelor's,Yes,Low
S4662,23,Female,Physics,First,3.24,76.1,32,No,No,Dissatisfied,Yes,PhD,Yes,High
S4663,26,Female,Mathematics,Third,3.51,,12,Yes,Yes,Dissatisfied,No,PhD,No,Low
S4664,28,Female,Mathematics,Second,2.81,74.19,32,Yes,No,Dissatisfied,Yes,PhD,No,High
S4665,21,Non-binary,Economics,Fourth,3.03,73.81,12,No,No,Satisfied,No,Master's,Yes,Low
S4666,28,Non-binary,Chemistry,Second,2.62,,33,No,No,Neutral,No,PhD,No,High
S4667,29,Male,Economics,Fourth,,81.16,22,No,No,Very Dissatisfied,No,High School,No,Medium
S4668,19,Male,Biology,Fourth,3.25,68.38,20,Yes,Yes,Very Dissatisfied,No,PhD,No,Medium
S4669,21,Non-binary,Chemistry,First,2.36,90.07,30,Yes,No,Very Satisfied,Yes,PhD,Yes,Medium
S4670,18,Male,Chemistry,Second,3.17,64.3,26,Yes,Yes,Satisfied,No,PhD,Yes,Medium
S4671,20,Female,Mathematics,First,2.9,64.98,19,Yes,Yes,Very Dissatisfied,Yes,Master's,No,Low
S4672,27,Female,Mathematics,Second,3.06,79.44,17,Yes,No,Satisfied,Yes,PhD,No,Low
S4673,26,Non-binary,Mathematics,Second,2.65,62.99,26,Yes,No,Satisfied,No,Bachelor's,No,Medium
S4674,27,Female,Computer Science,Third,3.66,54.5,25,No,Yes,Dissatisfied,Yes,Master's,No,Medium
S4675,22,Non-binary,Biology,Fourth,2.67,,28,No,Yes,Very Satisfied,Yes,High School,Yes,High
S4676,28,Female,Chemistry,First,4.06,95.68,5,No,No,Satisfied,No,Master's,No,Low
S4677,23,Non-binary,Biology,Third,3.07,50.54,33,No,No,Very Dissatisfied,Yes,High School,No,Medium
S4678,20,Female,Chemistry,Second,2.85,56.67,5,Yes,Yes,Very Dissatisfied,Yes,Bachelor's,Yes,Medium
S4679,22,Female,Chemistry,Fourth,3.22,87.9,5,No,No,Very Satisfied,Yes,PhD,No,Medium
S4680,28,Male,Economics,First,3.15,98.99,13,Yes,Yes,Satisfied,Yes,Bachelor's,Yes,Medium
S4681,25,Male,Chemistry,Third,3.99,84.41,25,No,No,Dissatisfied,No,Master's,Yes,High
S4682,23,Male,Chemistry,Second,3.23,96.12,18,No,No,Very Satisfied,No,Master's,No,Low
S4683,21,Male,Physics,Third,2.07,,32,No,Yes,Satisfied,Yes,High School,Yes,Medium
S4684,19,Male,Physics,Second,2.68,74.0,22,No,Yes,Very Satisfied,Yes,Master's,Yes,High
S4685,26,Male,Economics,Second,3.41,66.68,37,No,Yes,Dissatisfied,Yes,Master's,Yes,Medium
S4686,29,Non-binary,Computer Science,Fourth,2.91,81.61,6,No,Yes,Neutral,Yes,High School,Yes,High
S4687,18,Non-binary,Mathematics,First,2.75,76.68,38,No,Yes,Neutral,No,Bachelor's,Yes,High
S4688,18,Male,Chemistry,Fourth,2.66,51.29,28,Yes,Yes,Neutral,Yes,Master's,No,Low
S4689,21,Non-binary,Biology,First,2.54,97.86,23,No,No,Dissatisfied,No,PhD,No,Medium
S4690,24,Male,Physics,First,3.13,78.51,6,No,No,Dissatisfied,Yes,Master's,No,High
S4691,18,Non-binary,Mathematics,Second,2.67,93.72,10,No,No,Very Satisfied,No,Bachelor's,No,Low
S4692,26,Female,Computer Science,Third,3.67,86.73,19,No,No,Very Dissatisfied,Yes,High School,No,Low
S4693,21,Non-binary,Mathematics,First,2.59,67.04,15,No,Yes,Dissatisfied,No,Master's,No,Medium
S4694,20,Non-binary,Chemistry,First,2.35,95.06,20,Yes,Yes,Dissatisfied,No,High School,No,Low
S4695,18,Non-binary,Mathematics,First,2.99,89.52,25,No,Yes,Neutral,Yes,Master's,No,High
S4696,27,Female,Chemistry,First,1.98,71.49,31,Yes,Yes,Neutral,No,PhD,No,Medium
S4697,21,Male,Economics,Second,1.8,92.02,26,Yes,No,Neutral,Yes,High School,Yes,High
S4698,26,Non-binary,Physics,Fourth,3.31,63.58,7,Yes,No,Very Dissatisfied,No,PhD,Yes,Medium
S4699,27,Non-binary,Physics,Third,3.03,83.53,7,Yes,No,Neutral,Yes,Master's,Yes,Medium
S4700,23,Female,Chemistry,Second,1.96,55.73,25,No,No,Neutral,Yes,High School,No,Medium
S4701,23,Male,Biology,Second,3.05,93.29,10,No,Yes,Very Dissatisfied,Yes,High School,No,Low
S4702,18,Non-binary,Physics,Second,2.85,86.47,29,No,No,Neutral,No,Master's,No,Medium
S4703,27,Female,Biology,First,2.24,,34,Yes,Yes,Very Satisfied,No,Master's,No,High
S4704,19,Male,Chemistry,Third,3.37,51.07,24,No,No,Very Satisfied,Yes,PhD,Yes,Low
S4705,28,Male,Economics,Second,3.76,69.49,5,No,No,Satisfied,Yes,Master's,Yes,Low
S4706,23,Non-binary,Chemistry,Second,,83.76,39,No,Yes,Very Satisfied,No,Master's,Yes,Low
S4707,19,Non-binary,Economics,Second,3.16,64.16,30,No,No,Very Dissatisfied,Yes,Bachelor's,No,Medium
S4708,20,Non-binary,Physics,First,3.01,98.66,25,No,Yes,Neutral,Yes,Master's,No,Medium
S4709,21,Non-binary,Biology,First,3.89,96.73,14,Yes,No,Satisfied,Yes,High School,No,High
S4710,28,Female,Chemistry,Second,3.13,79.9,33,Yes,Yes,Dissatisfied,Yes,Master's,No,Medium
S4711,22,Female,Physics,First,2.83,,7,Yes,No,Dissatisfied,Yes,PhD,Yes,High
S4712,26,Non-binary,Economics,Third,2.67,94.81,17,No,Yes,Very Satisfied,Yes,Master's,No,High
S4713,29,Male,Chemistry,First,3.28,90.17,13,No,No,Satisfied,Yes,Bachelor's,No,Medium
S4714,21,Non-binary,Economics,Second,2.18,54.31,20,Yes,No,Dissatisfied,No,Bachelor's,Yes,Medium
S4715,28,Male,Mathematics,Third,3.58,73.82,32,No,Yes,Dissatisfied,Yes,Bachelor's,No,Medium
S4716,26,Male,Economics,First,2.3,99.06,32,No,No,Dissatisfied,No,High School,Yes,Low
S4717,28,Male,Mathematics,Second,2.58,72.7,15,No,Yes,Very Satisfied,Yes,Bachelor's,No,Medium
S4718,27,Female,Physics,Fourth,3.15,96.65,34,No,No,Very Satisfied,Yes,PhD,Yes,Medium
S4719,20,Male,Chemistry,Fourth,3.87,98.86,15,No,Yes,Satisfied,No,Bachelor's,No,Medium
S4720,25,Male,Physics,Third,2.87,69.37,33,Yes,Yes,Very Satisfied,Yes,PhD,No,Medium
S4721,29,Female,Computer Science,Third,2.47,98.23,16,Yes,No,Very Satisfied,No,Master's,No,Medium
S4722,18,Male,Economics,Third,3.53,56.9,12,No,No,Very Dissatisfied,No,High School,Yes,Low
S4723,28,Male,Physics,First,2.78,58.01,14,No,No,Very Satisfied,Yes,Master's,No,Low
S4724,26,Non-binary,Physics,Third,2.16,63.83,39,No,No,Satisfied,Yes,PhD,No,Low
S4725,26,Male,Mathematics,First,3.3,73.38,17,Yes,No,Very Satisfied,Yes,High School,Yes,Medium
S4726,27,Male,Economics,Second,2.89,59.05,31,Yes,Yes,Very Satisfied,Yes,PhD,Yes,High
S4727,19,Male,Mathematics,First,2.88,67.01,6,Yes,No,Very Dissatisfied,Yes,High School,No,Low
S4728,21,Male,Chemistry,First,3.37,55.18,32,Yes,No,Satisfied,Yes,Bachelor's,No,High
S4729,25,Male,Physics,Second,3.41,,38,No,Yes,Dissatisfied,No,Master's,No,Medium
S4730,24,Female,Economics,Fourth,2.62,91.37,25,Yes,Yes,Very Dissatisfied,No,Bachelor's,Yes,Medium
S4731,18,Male,Physics,First,3.06,79.75,10,Yes,No,Very Satisfied,Yes,High School,Yes,Medium
S4732,22,Male,Chemistry,First,2.22,90.51,30,No,Yes,Neutral,Yes,PhD,Yes,Medium
S4733,24,Female,Biology,Second,2.87,56.79,22,Yes,Yes,Very Dissatisfied,No,High School,No,Medium
S4734,21,Female,Chemistry,Third,2.56,69.97,9,No,Yes,Very Dissatisfied,Yes,High School,No,Medium
S4735,18,Male,Mathematics,Second,2.89,51.97,30,Yes,No,Satisfied,Yes,Bachelor's,Yes,Medium
S4736,26,Male,Mathematics,Fourth,2.8,68.5,15,No,No,Dissatisfied,Yes,High School,No,Medium
S4737,22,Male,Physics,Third,2.91,80.72,20,Yes,No,Dissatisfied,No,Master's,No,Low
S4738,28,Non-binary,Mathematics,Fourth,2.16,78.44,23,No,No,Dissatisfied,Yes,Master's,Yes,Low
S4739,19,Non-binary,Economics,First,2.34,,9,No,Yes,Very Dissatisfied,No,Bachelor's,Yes,Low
S4740,25,Male,Chemistry,Fourth,2.89,,11,No,Yes,Neutral,Yes,Bachelor's,Yes,Medium
S4741,28,Female,Physics,Fourth,3.75,,7,Yes,Yes,Satisfied,No,Master's,No,Low
S4742,19,Male,Chemistry,Second,3.37,88.57,29,Yes,Yes,Neutral,No,Bachelor's,Yes,Medium
S4743,20,Female,Chemistry,Third,,,14,No,No,Dissatisfied,No,Master's,No,Medium
S4744,27,Female,Physics,First,2.7,,9,Yes,No,Very Dissatisfied,No,Master's,No,Medium
S4745,18,Female,Biology,First,2.53,59.19,36,Yes,Yes,Dissatisfied,No,Bachelor's,No,Low
S4746,28,Male,Mathematics,First,,,36,No,Yes,Neutral,Yes,PhD,No,Medium
S4747,19,Male,Computer Science,Third,2.42,,9,Yes,No,Dissatisfied,No,Bachelor's,Yes,High
S4748,24,Female,Computer Science,Third,3.82,52.39,23,No,Yes,Very Satisfied,No,PhD,Yes,Medium
S4749,27,Non-binary,Computer Science,Fourth,2.98,85.68,16,No,Yes,Satisfied,No,Bachelor's,No,Low
S4750,19,Non-binary,Mathematics,Fourth,4.01,74.23,35,Yes,Yes,Neutral,Yes,Master's,No,Low
S4751,23,Non-binary,Biology,Third,3.85,94.06,21,No,Yes,Very Satisfied,Yes,PhD,Yes,High
S4752,20,Female,Chemistry,First,3.21,82.59,26,Yes,Yes,Dissatisfied,Yes,Bachelor's,Yes,Medium
S4753,21,Male,Physics,Third,3.19,84.63,26,No,No,Satisfied,Yes,Bachelor's,Yes,High
S4754,28,Female,Biology,Second,2.68,88.36,30,No,No,Satisfied,Yes,Master's,No,Medium
S4755,25,Non-binary,Computer Science,Third,3.66,71.02,35,No,No,Satisfied,No,PhD,No,Medium
S4756,20,Male,Economics,Third,2.81,89.63,10,Yes,Yes,Very Dissatisfied,Yes,Bachelor's,No,Medium
S4757,27,Female,Mathematics,First,2.16,52.53,16,Yes,No,Satisfied,No,High School,No,Medium
S4758,23,Female,Mathematics,Fourth,3.58,88.28,31,No,Yes,Very Satisfied,No,High School,No,Medium
S4759,18,Non-binary,Physics,Second,3.27,81.82,21,No,Yes,Neutral,No,Bachelor's,Yes,Low
S4760,24,Female,Economics,Second,2.74,78.33,14,Yes,No,Very Satisfied,No,Master's,No,Medium
S4761,25,Male,Chemistry,Second,,65.91,9,No,Yes,Dissatisfied,Yes,Master's,No,Medium
S4762,28,Non-binary,Biology,Third,3.02,55.71,8,No,No,Very Dissatisfied,Yes,Bachelor's,No,Medium
S4763,25,Non-binary,Economics,First,3.74,82.36,19,Yes,No,Very Dissatisfied,Yes,Bachelor's,No,Low
S4764,20,Male,Biology,Third,2.5,73.58,6,No,Yes,Dissatisfied,No,Master's,Yes,Medium
S4765,27,Non-binary,Biology,Fourth,3.75,60.89,12,No,No,Neutral,Yes,Master's,No,Medium
S4766,18,Female,Chemistry,First,3.67,52.17,20,Yes,No,Very Dissatisfied,No,Master's,Yes,Medium
S4767,26,Female,Chemistry,Second,2.68,76.94,24,Yes,Yes,Dissatisfied,Yes,Bachelor's,Yes,Low
S4768,23,Non-binary,Chemistry,Third,3.21,,28,No,Yes,Dissatisfied,Yes,Master's,No,Medium
S4769,28,Male,Physics,First,3.27,96.47,39,Yes,Yes,Dissatisfied,No,Bachelor's,Yes,Medium
S4770,26,Female,Mathematics,Third,4.49,57.53,21,No,No,Dissatisfied,No,PhD,Yes,Medium
S4771,24,Male,Computer Science,First,2.61,51.6,9,Yes,No,Satisfied,Yes,High School,Yes,Low
S4772,18,Female,Chemistry,Second,2.04,63.1,18,No,No,Neutral,No,PhD,No,High
S4773,29,Female,Mathematics,Fourth,1.99,58.75,18,No,No,Dissatisfied,Yes,High School,Yes,Low
S4774,29,Non-binary,Chemistry,Fourth,3.11,89.56,35,No,Yes,Satisfied,Yes,Bachelor's,No,Medium
S4775,18,Non-binary,Computer Science,Third,3.51,,24,Yes,Yes,Satisfied,No,Bachelor's,Yes,Medium
S4776,23,Male,Economics,Second,2.56,62.26,17,Yes,No,Very Satisfied,No,PhD,No,Medium
S4777,22,Non-binary,Chemistry,Third,2.9,99.74,13,Yes,No,Dissatisfied,Yes,Bachelor's,Yes,Medium
S4778,26,Female,Mathematics,Third,2.78,57.5,38,No,Yes,Satisfied,Yes,Bachelor's,No,Low
S4779,19,Female,Physics,First,2.43,54.25,16,Yes,No,Very Satisfied,Yes,Master's,No,Medium
S4780,25,Male,Economics,First,3.3,65.28,20,Yes,Yes,Very Satisfied,Yes,PhD,No,High
S4781,28,Male,Economics,First,2.13,70.25,5,Yes,Yes,Dissatisfied,Yes,High School,Yes,High
S4782,22,Female,Economics,Second,3.32,88.02,20,Yes,Yes,Very Dissatisfied,Yes,PhD,No,Medium
S4783,19,Non-binary,Computer Science,Second,2.78,97.77,10,No,No,Satisfied,No,Bachelor's,Yes,Medium
S4784,27,Non-binary,Mathematics,Third,3.49,88.18,24,Yes,Yes,Very Dissatisfied,No,Bachelor's,Yes,Medium
S4785,28,Male,Biology,First,3.09,86.33,10,Yes,No,Very Satisfied,Yes,PhD,No,Low
S4786,28,Male,Biology,Second,,99.57,39,No,Yes,Very Dissatisfied,No,Bachelor's,Yes,Medium
S4787,29,Female,Biology,Third,,,7,No,No,Very Dissatisfied,Yes,Bachelor's,Yes,High
S4788,23,Female,Physics,Second,,56.98,25,Yes,Yes,Dissatisfied,Yes,Bachelor's,No,Low
S4789,27,Male,Chemistry,Third,3.55,,11,Yes,No,Very Satisfied,Yes,Master's,No,High
S4790,25,Female,Chemistry,Fourth,3.36,75.18,18,No,No,Neutral,No,Bachelor's,Yes,Medium
S4791,21,Male,Chemistry,First,3.57,65.24,34,No,Yes,Satisfied,No,Bachelor's,Yes,Low
S4792,19,Male,Physics,Fourth,2.83,58.21,26,Yes,Yes,Dissatisfied,Yes,Bachelor's,No,Low
S4793,29,Non-binary,Biology,Third,2.54,,18,Yes,Yes,Dissatisfied,No,Bachelor's,Yes,Low
S4794,28,Male,Economics,Third,2.99,63.87,29,Yes,Yes,Neutral,No,Bachelor's,No,Medium
S4795,22,Female,Chemistry,First,3.37,81.23,7,Yes,Yes,Dissatisfied,Yes,Bachelor's,Yes,Medium
S4796,29,Non-binary,Economics,First,2.52,66.13,9,No,No,Very Satisfied,No,Bachelor's,Yes,Low
S4797,19,Non-binary,Economics,Third,3.15,75.31,9,No,No,Dissatisfied,Yes,High School,No,Low
S4798,19,Female,Physics,Second,3.19,66.85,13,No,No,Dissatisfied,Yes,PhD,No,Medium
S4799,23,Female,Physics,First,3.69,70.59,8,No,No,Neutral,Yes,High School,No,Medium
S4800,28,Female,Mathematics,Third,2.48,86.6,24,Yes,Yes,Satisfied,No,Bachelor's,Yes,Low
S4801,27,Male,Chemistry,First,3.25,94.19,25,No,Yes,Satisfied,No,PhD,No,Medium
S4802,26,Non-binary,Biology,First,2.75,75.44,28,No,Yes,Very Dissatisfied,No,High School,No,High
S4803,21,Male,Computer Science,Fourth,2.62,80.51,11,Yes,Yes,Very Satisfied,Yes,PhD,No,Low
S4804,23,Male,Physics,Fourth,3.97,93.22,12,No,Yes,Neutral,No,Bachelor's,Yes,Medium
S4805,24,Male,Economics,Second,3.22,57.16,15,No,No,Satisfied,No,PhD,No,Medium
S4806,28,Male,Mathematics,First,3.77,58.11,13,Yes,Yes,Neutral,Yes,PhD,No,Low
S4807,23,Non-binary,Computer Science,Third,2.63,67.96,10,No,No,Very Dissatisfied,Yes,PhD,Yes,High
S4808,25,Non-binary,Physics,Third,3.84,65.45,21,No,No,Satisfied,Yes,PhD,Yes,Low
S4809,21,Male,Mathematics,First,,99.32,17,Yes,Yes,Neutral,Yes,Bachelor's,No,High
S4810,29,Female,Economics,First,3.4,78.2,21,Yes,Yes,Very Satisfied,Yes,Master's,Yes,Medium
S4811,18,Non-binary,Chemistry,Second,2.53,76.2,6,Yes,No,Very Satisfied,Yes,Master's,Yes,Medium
S4812,24,Male,Mathematics,Second,,78.94,34,No,No,Very Dissatisfied,No,PhD,Yes,Medium
S4813,20,Female,Physics,Second,2.99,93.76,36,No,No,Satisfied,Yes,Bachelor's,No,High
S4814,23,Female,Chemistry,Third,3.77,62.18,11,No,Yes,Satisfied,Yes,Bachelor's,Yes,High
S4815,19,Male,Economics,Fourth,3.63,,20,Yes,Yes,Very Satisfied,No,Master's,No,Medium
S4816,26,Non-binary,Biology,Second,3.07,63.55,23,No,Yes,Very Dissatisfied,Yes,Bachelor's,Yes,Low
S4817,18,Female,Mathematics,Third,2.84,89.03,19,No,No,Dissatisfied,No,PhD,No,Medium
S4818,23,Non-binary,Computer Science,Second,3.16,88.86,18,Yes,No,Very Satisfied,Yes,PhD,No,High
S4819,23,Non-binary,Economics,Third,2.47,97.87,11,Yes,No,Very Satisfied,No,Master's,Yes,High
S4820,22,Female,Chemistry,First,3.07,72.34,37,No,Yes,Neutral,No,Bachelor's,No,Medium
S4821,22,Male,Economics,Third,3.02,,38,Yes,No,Very Dissatisfied,No,PhD,Yes,Medium
S4822,18,Female,Chemistry,First,3.03,94.82,28,Yes,Yes,Dissatisfied,No,Master's,Yes,Medium
S4823,27,Female,Economics,Third,3.23,,39,Yes,Yes,Very Dissatisfied,No,High School,Yes,Medium
S4824,29,Non-binary,Biology,Fourth,3.4,61.73,25,Yes,Yes,Very Dissatisfied,Yes,Master's,No,Low
S4825,22,Male,Mathematics,Third,1.8,63.81,28,No,Yes,Very Satisfied,No,Bachelor's,Yes,Medium
S4826,19,Non-binary,Computer Science,First,2.58,65.67,20,No,Yes,Very Satisfied,No,High School,No,Medium
S4827,24,Female,Biology,Fourth,2.67,72.59,21,Yes,No,Very Satisfied,No,PhD,Yes,Low
S4828,20,Male,Mathematics,Third,2.92,91.45,33,No,Yes,Neutral,Yes,Bachelor's,No,High
S4829,21,Male,Computer Science,Third,2.96,57.22,22,Yes,Yes,Dissatisfied,Yes,PhD,Yes,High
S4830,20,Male,Economics,Second,3.32,85.02,15,Yes,No,Dissatisfied,Yes,Master's,Yes,Low
S4831,20,Male,Computer Science,Fourth,3.16,67.64,7,Yes,No,Very Dissatisfied,Yes,Bachelor's,Yes,Low
S4832,21,Male,Physics,First,,59.78,22,Yes,No,Very Satisfied,Yes,High School,Yes,Low
S4833,22,Female,Computer Science,Fourth,2.85,66.92,20,Yes,Yes,Very Dissatisfied,Yes,High School,No,Medium
S4834,18,Female,Mathematics,First,2.66,76.66,5,Yes,Yes,Very Satisfied,No,PhD,Yes,Medium
S4835,21,Female,Biology,Second,2.93,96.07,31,No,Yes,Very Dissatisfied,Yes,PhD,No,Medium
S4836,29,Non-binary,Biology,Second,3.01,81.41,35,No,No,Very Dissatisfied,Yes,Master's,Yes,Medium
S4837,29,Male,Physics,First,3.05,,32,Yes,Yes,Neutral,No,PhD,No,Medium
S4838,28,Male,Mathematics,First,2.87,,31,No,No,Neutral,No,Bachelor's,Yes,Low
S4839,25,Female,Computer Science,First,,53.99,13,Yes,No,Very Dissatisfied,Yes,High School,Yes,Medium
S4840,27,Male,Physics,Second,3.49,56.47,31,No,Yes,Very Satisfied,No,Bachelor's,Yes,High
S4841,24,Non-binary,Economics,Fourth,3.54,54.78,30,No,No,Very Dissatisfied,Yes,Master's,No,Medium
S4842,26,Male,Chemistry,Second,2.51,78.82,31,No,No,Very Satisfied,Yes,High School,Yes,Medium
S4843,22,Male,Economics,Third,3.36,72.63,8,Yes,Yes,Satisfied,No,PhD,Yes,High
S4844,27,Non-binary,Mathematics,Second,3.8,50.25,16,No,Yes,Dissatisfied,Yes,High School,Yes,High
S4845,21,Female,Physics,Third,,67.55,19,Yes,Yes,Very Dissatisfied,No,Master's,No,Low
S4846,25,Female,Biology,Third,2.74,,34,Yes,Yes,Satisfied,Yes,PhD,No,High
S4847,26,Male,Physics,Second,2.83,99.41,18,Yes,Yes,Very Dissatisfied,Yes,High School,Yes,High
S4848,24,Non-binary,Chemistry,Second,2.22,73.01,12,No,Yes,Neutral,Yes,High School,No,Medium
S4849,24,Female,Mathematics,Second,3.64,71.31,32,Yes,Yes,Dissatisfied,No,High School,No,Low
S4850,22,Female,Physics,Fourth,2.51,82.21,35,No,No,Very Dissatisfied,Yes,PhD,Yes,Medium
S4851,21,Female,Economics,Second,2.76,67.85,6,No,No,Neutral,No,Master's,No,Medium
S4852,27,Male,Computer Science,First,3.28,85.78,19,No,No,Neutral,Yes,High School,No,Low
S4853,18,Non-binary,Economics,Second,3.07,,12,Yes,Yes,Satisfied,Yes,Bachelor's,Yes,Medium
S4854,27,Male,Mathematics,Third,,74.94,9,Yes,Yes,Neutral,No,PhD,No,High
S4855,27,Female,Physics,Fourth,2.71,69.15,8,No,No,Satisfied,No,PhD,Yes,Low
S4856,24,Non-binary,Economics,Fourth,2.37,,16,Yes,Yes,Very Satisfied,No,High School,Yes,High
